Skateboard Sprite Map Metadata
==============================

Grid size: 118x118
Sprite dimensions: 64x64 pixels
Total sprites: 13824
Rotation increment: 15 degrees

Sprite positions (x_y_z -> row,column):
300.0_45.0_45.0 -> 98,31
300.0_45.0_60.0 -> 98,32
300.0_45.0_75.0 -> 98,33
300.0_45.0_90.0 -> 98,34
300.0_45.0_105.0 -> 98,35
300.0_45.0_120.0 -> 98,36
300.0_45.0_135.0 -> 98,37
300.0_45.0_150.0 -> 98,38
300.0_45.0_165.0 -> 98,39
300.0_45.0_180.0 -> 98,40
300.0_45.0_195.0 -> 98,41
300.0_45.0_210.0 -> 98,42
300.0_45.0_225.0 -> 98,43
300.0_45.0_240.0 -> 98,44
300.0_45.0_255.0 -> 98,45
300.0_45.0_270.0 -> 98,46
300.0_45.0_285.0 -> 98,47
300.0_45.0_300.0 -> 98,48
300.0_45.0_315.0 -> 98,49
300.0_45.0_330.0 -> 98,50
300.0_45.0_345.0 -> 98,51
300.0_60.0_0.0 -> 98,52
300.0_60.0_15.0 -> 98,53
300.0_60.0_30.0 -> 98,54
300.0_60.0_45.0 -> 98,55
300.0_60.0_60.0 -> 98,56
300.0_60.0_75.0 -> 98,57
300.0_60.0_90.0 -> 98,58
300.0_60.0_105.0 -> 98,59
300.0_60.0_120.0 -> 98,60
300.0_60.0_135.0 -> 98,61
300.0_60.0_150.0 -> 98,62
300.0_60.0_165.0 -> 98,63
300.0_60.0_180.0 -> 98,64
300.0_60.0_195.0 -> 98,65
300.0_60.0_210.0 -> 98,66
300.0_60.0_225.0 -> 98,67
300.0_60.0_240.0 -> 98,68
300.0_60.0_255.0 -> 98,69
300.0_60.0_270.0 -> 98,70
300.0_60.0_285.0 -> 98,71
300.0_60.0_300.0 -> 98,72
300.0_60.0_315.0 -> 98,73
300.0_60.0_330.0 -> 98,74
300.0_60.0_345.0 -> 98,75
300.0_75.0_0.0 -> 98,76
300.0_75.0_15.0 -> 98,77
300.0_75.0_30.0 -> 98,78
300.0_75.0_45.0 -> 98,79
300.0_75.0_60.0 -> 98,80
300.0_75.0_75.0 -> 98,81
300.0_75.0_90.0 -> 98,82
300.0_75.0_105.0 -> 98,83
300.0_75.0_120.0 -> 98,84
300.0_75.0_135.0 -> 98,85
300.0_75.0_150.0 -> 98,86
300.0_75.0_165.0 -> 98,87
300.0_75.0_180.0 -> 98,88
300.0_75.0_195.0 -> 98,89
300.0_75.0_210.0 -> 98,90
300.0_75.0_225.0 -> 98,91
300.0_75.0_240.0 -> 98,92
300.0_75.0_255.0 -> 98,93
300.0_75.0_270.0 -> 98,94
300.0_75.0_285.0 -> 98,95
300.0_75.0_300.0 -> 98,96
300.0_75.0_315.0 -> 98,97
300.0_75.0_330.0 -> 98,98
300.0_75.0_345.0 -> 98,99
300.0_90.0_0.0 -> 98,100
300.0_90.0_15.0 -> 98,101
300.0_90.0_30.0 -> 98,102
300.0_90.0_45.0 -> 98,103
300.0_90.0_60.0 -> 98,104
300.0_90.0_75.0 -> 98,105
300.0_90.0_90.0 -> 98,106
300.0_90.0_105.0 -> 98,107
300.0_90.0_120.0 -> 98,108
300.0_90.0_135.0 -> 98,109
300.0_90.0_150.0 -> 98,110
300.0_90.0_165.0 -> 98,111
300.0_90.0_180.0 -> 98,112
300.0_90.0_195.0 -> 98,113
300.0_90.0_210.0 -> 98,114
300.0_90.0_225.0 -> 98,115
300.0_90.0_240.0 -> 98,116
300.0_90.0_255.0 -> 98,117
300.0_90.0_270.0 -> 99,0
300.0_90.0_285.0 -> 99,1
300.0_90.0_300.0 -> 99,2
300.0_90.0_315.0 -> 99,3
300.0_90.0_330.0 -> 99,4
300.0_90.0_345.0 -> 99,5
300.0_105.0_0.0 -> 99,6
300.0_105.0_15.0 -> 99,7
300.0_105.0_30.0 -> 99,8
300.0_105.0_45.0 -> 99,9
300.0_105.0_60.0 -> 99,10
300.0_105.0_75.0 -> 99,11
300.0_105.0_90.0 -> 99,12
300.0_105.0_105.0 -> 99,13
300.0_105.0_120.0 -> 99,14
300.0_105.0_135.0 -> 99,15
300.0_105.0_150.0 -> 99,16
300.0_105.0_165.0 -> 99,17
300.0_105.0_180.0 -> 99,18
300.0_105.0_195.0 -> 99,19
300.0_105.0_210.0 -> 99,20
300.0_105.0_225.0 -> 99,21
300.0_105.0_240.0 -> 99,22
300.0_105.0_255.0 -> 99,23
300.0_105.0_270.0 -> 99,24
300.0_105.0_285.0 -> 99,25
300.0_105.0_300.0 -> 99,26
300.0_105.0_315.0 -> 99,27
300.0_105.0_330.0 -> 99,28
300.0_105.0_345.0 -> 99,29
300.0_120.0_0.0 -> 99,30
300.0_120.0_15.0 -> 99,31
300.0_120.0_30.0 -> 99,32
300.0_120.0_45.0 -> 99,33
300.0_120.0_60.0 -> 99,34
300.0_120.0_75.0 -> 99,35
300.0_120.0_90.0 -> 99,36
300.0_120.0_105.0 -> 99,37
300.0_120.0_120.0 -> 99,38
300.0_120.0_135.0 -> 99,39
300.0_120.0_150.0 -> 99,40
300.0_120.0_165.0 -> 99,41
300.0_120.0_180.0 -> 99,42
300.0_120.0_195.0 -> 99,43
300.0_120.0_210.0 -> 99,44
300.0_120.0_225.0 -> 99,45
300.0_120.0_240.0 -> 99,46
300.0_120.0_255.0 -> 99,47
300.0_120.0_270.0 -> 99,48
300.0_120.0_285.0 -> 99,49
300.0_120.0_300.0 -> 99,50
300.0_120.0_315.0 -> 99,51
300.0_120.0_330.0 -> 99,52
300.0_120.0_345.0 -> 99,53
300.0_135.0_0.0 -> 99,54
300.0_135.0_15.0 -> 99,55
300.0_135.0_30.0 -> 99,56
300.0_135.0_45.0 -> 99,57
300.0_135.0_60.0 -> 99,58
300.0_135.0_75.0 -> 99,59
300.0_135.0_90.0 -> 99,60
300.0_135.0_105.0 -> 99,61
300.0_135.0_120.0 -> 99,62
300.0_135.0_135.0 -> 99,63
300.0_135.0_150.0 -> 99,64
300.0_135.0_165.0 -> 99,65
300.0_135.0_180.0 -> 99,66
300.0_135.0_195.0 -> 99,67
300.0_135.0_210.0 -> 99,68
300.0_135.0_225.0 -> 99,69
300.0_135.0_240.0 -> 99,70
300.0_135.0_255.0 -> 99,71
300.0_135.0_270.0 -> 99,72
300.0_135.0_285.0 -> 99,73
300.0_135.0_300.0 -> 99,74
300.0_135.0_315.0 -> 99,75
300.0_135.0_330.0 -> 99,76
300.0_135.0_345.0 -> 99,77
300.0_150.0_0.0 -> 99,78
300.0_150.0_15.0 -> 99,79
300.0_150.0_30.0 -> 99,80
300.0_150.0_45.0 -> 99,81
300.0_150.0_60.0 -> 99,82
300.0_150.0_75.0 -> 99,83
300.0_150.0_90.0 -> 99,84
300.0_150.0_105.0 -> 99,85
300.0_150.0_120.0 -> 99,86
300.0_150.0_135.0 -> 99,87
300.0_150.0_150.0 -> 99,88
300.0_150.0_165.0 -> 99,89
300.0_150.0_180.0 -> 99,90
300.0_150.0_195.0 -> 99,91
300.0_150.0_210.0 -> 99,92
300.0_150.0_225.0 -> 99,93
300.0_150.0_240.0 -> 99,94
300.0_150.0_255.0 -> 99,95
300.0_150.0_270.0 -> 99,96
300.0_150.0_285.0 -> 99,97
300.0_150.0_300.0 -> 99,98
300.0_150.0_315.0 -> 99,99
300.0_150.0_330.0 -> 99,100
300.0_150.0_345.0 -> 99,101
300.0_165.0_0.0 -> 99,102
300.0_165.0_15.0 -> 99,103
300.0_165.0_30.0 -> 99,104
300.0_165.0_45.0 -> 99,105
300.0_165.0_60.0 -> 99,106
300.0_165.0_75.0 -> 99,107
300.0_165.0_90.0 -> 99,108
300.0_165.0_105.0 -> 99,109
300.0_165.0_120.0 -> 99,110
300.0_165.0_135.0 -> 99,111
300.0_165.0_150.0 -> 99,112
300.0_165.0_165.0 -> 99,113
300.0_165.0_180.0 -> 99,114
300.0_165.0_195.0 -> 99,115
300.0_165.0_210.0 -> 99,116
300.0_165.0_225.0 -> 99,117
300.0_165.0_240.0 -> 100,0
300.0_165.0_255.0 -> 100,1
300.0_165.0_270.0 -> 100,2
300.0_165.0_285.0 -> 100,3
300.0_165.0_300.0 -> 100,4
300.0_165.0_315.0 -> 100,5
300.0_165.0_330.0 -> 100,6
300.0_165.0_345.0 -> 100,7
300.0_180.0_0.0 -> 100,8
300.0_180.0_15.0 -> 100,9
300.0_180.0_30.0 -> 100,10
300.0_180.0_45.0 -> 100,11
300.0_180.0_60.0 -> 100,12
300.0_180.0_75.0 -> 100,13
300.0_180.0_90.0 -> 100,14
300.0_180.0_105.0 -> 100,15
300.0_180.0_120.0 -> 100,16
300.0_180.0_135.0 -> 100,17
300.0_180.0_150.0 -> 100,18
300.0_180.0_165.0 -> 100,19
300.0_180.0_180.0 -> 100,20
300.0_180.0_195.0 -> 100,21
300.0_180.0_210.0 -> 100,22
300.0_180.0_225.0 -> 100,23
300.0_180.0_240.0 -> 100,24
300.0_180.0_255.0 -> 100,25
300.0_180.0_270.0 -> 100,26
300.0_180.0_285.0 -> 100,27
300.0_180.0_300.0 -> 100,28
300.0_180.0_315.0 -> 100,29
300.0_180.0_330.0 -> 100,30
300.0_180.0_345.0 -> 100,31
300.0_195.0_0.0 -> 100,32
300.0_195.0_15.0 -> 100,33
300.0_195.0_30.0 -> 100,34
300.0_195.0_45.0 -> 100,35
300.0_195.0_60.0 -> 100,36
300.0_195.0_75.0 -> 100,37
300.0_195.0_90.0 -> 100,38
300.0_195.0_105.0 -> 100,39
300.0_195.0_120.0 -> 100,40
300.0_195.0_135.0 -> 100,41
300.0_195.0_150.0 -> 100,42
300.0_195.0_165.0 -> 100,43
300.0_195.0_180.0 -> 100,44
300.0_195.0_195.0 -> 100,45
300.0_195.0_210.0 -> 100,46
300.0_195.0_225.0 -> 100,47
300.0_195.0_240.0 -> 100,48
300.0_195.0_255.0 -> 100,49
300.0_195.0_270.0 -> 100,50
300.0_195.0_285.0 -> 100,51
300.0_195.0_300.0 -> 100,52
300.0_195.0_315.0 -> 100,53
300.0_195.0_330.0 -> 100,54
300.0_195.0_345.0 -> 100,55
300.0_210.0_0.0 -> 100,56
300.0_210.0_15.0 -> 100,57
300.0_210.0_30.0 -> 100,58
300.0_210.0_45.0 -> 100,59
300.0_210.0_60.0 -> 100,60
300.0_210.0_75.0 -> 100,61
300.0_210.0_90.0 -> 100,62
300.0_210.0_105.0 -> 100,63
300.0_210.0_120.0 -> 100,64
300.0_210.0_135.0 -> 100,65
300.0_210.0_150.0 -> 100,66
300.0_210.0_165.0 -> 100,67
300.0_210.0_180.0 -> 100,68
300.0_210.0_195.0 -> 100,69
300.0_210.0_210.0 -> 100,70
300.0_210.0_225.0 -> 100,71
300.0_210.0_240.0 -> 100,72
300.0_210.0_255.0 -> 100,73
300.0_210.0_270.0 -> 100,74
300.0_210.0_285.0 -> 100,75
300.0_210.0_300.0 -> 100,76
300.0_210.0_315.0 -> 100,77
300.0_210.0_330.0 -> 100,78
300.0_210.0_345.0 -> 100,79
300.0_225.0_0.0 -> 100,80
300.0_225.0_15.0 -> 100,81
300.0_225.0_30.0 -> 100,82
300.0_225.0_45.0 -> 100,83
300.0_225.0_60.0 -> 100,84
300.0_225.0_75.0 -> 100,85
300.0_225.0_90.0 -> 100,86
300.0_225.0_105.0 -> 100,87
300.0_225.0_120.0 -> 100,88
300.0_225.0_135.0 -> 100,89
300.0_225.0_150.0 -> 100,90
300.0_225.0_165.0 -> 100,91
300.0_225.0_180.0 -> 100,92
300.0_225.0_195.0 -> 100,93
300.0_225.0_210.0 -> 100,94
300.0_225.0_225.0 -> 100,95
300.0_225.0_240.0 -> 100,96
300.0_225.0_255.0 -> 100,97
300.0_225.0_270.0 -> 100,98
300.0_225.0_285.0 -> 100,99
300.0_225.0_300.0 -> 100,100
300.0_225.0_315.0 -> 100,101
300.0_225.0_330.0 -> 100,102
300.0_225.0_345.0 -> 100,103
300.0_240.0_0.0 -> 100,104
300.0_240.0_15.0 -> 100,105
300.0_240.0_30.0 -> 100,106
300.0_240.0_45.0 -> 100,107
300.0_240.0_60.0 -> 100,108
300.0_240.0_75.0 -> 100,109
300.0_240.0_90.0 -> 100,110
300.0_240.0_105.0 -> 100,111
300.0_240.0_120.0 -> 100,112
300.0_240.0_135.0 -> 100,113
300.0_240.0_150.0 -> 100,114
300.0_240.0_165.0 -> 100,115
300.0_240.0_180.0 -> 100,116
300.0_240.0_195.0 -> 100,117
300.0_240.0_210.0 -> 101,0
300.0_240.0_225.0 -> 101,1
300.0_240.0_240.0 -> 101,2
300.0_240.0_255.0 -> 101,3
300.0_240.0_270.0 -> 101,4
300.0_240.0_285.0 -> 101,5
300.0_240.0_300.0 -> 101,6
300.0_240.0_315.0 -> 101,7
300.0_240.0_330.0 -> 101,8
300.0_240.0_345.0 -> 101,9
300.0_255.0_0.0 -> 101,10
300.0_255.0_15.0 -> 101,11
300.0_255.0_30.0 -> 101,12
300.0_255.0_45.0 -> 101,13
300.0_255.0_60.0 -> 101,14
300.0_255.0_75.0 -> 101,15
300.0_255.0_90.0 -> 101,16
300.0_255.0_105.0 -> 101,17
300.0_255.0_120.0 -> 101,18
300.0_255.0_135.0 -> 101,19
300.0_255.0_150.0 -> 101,20
300.0_255.0_165.0 -> 101,21
300.0_255.0_180.0 -> 101,22
300.0_255.0_195.0 -> 101,23
300.0_255.0_210.0 -> 101,24
300.0_255.0_225.0 -> 101,25
300.0_255.0_240.0 -> 101,26
300.0_255.0_255.0 -> 101,27
300.0_255.0_270.0 -> 101,28
300.0_255.0_285.0 -> 101,29
300.0_255.0_300.0 -> 101,30
300.0_255.0_315.0 -> 101,31
300.0_255.0_330.0 -> 101,32
300.0_255.0_345.0 -> 101,33
300.0_270.0_0.0 -> 101,34
300.0_270.0_15.0 -> 101,35
300.0_270.0_30.0 -> 101,36
300.0_270.0_45.0 -> 101,37
300.0_270.0_60.0 -> 101,38
300.0_270.0_75.0 -> 101,39
300.0_270.0_90.0 -> 101,40
300.0_270.0_105.0 -> 101,41
300.0_270.0_120.0 -> 101,42
300.0_270.0_135.0 -> 101,43
300.0_270.0_150.0 -> 101,44
300.0_270.0_165.0 -> 101,45
300.0_270.0_180.0 -> 101,46
300.0_270.0_195.0 -> 101,47
300.0_270.0_210.0 -> 101,48
300.0_270.0_225.0 -> 101,49
300.0_270.0_240.0 -> 101,50
300.0_270.0_255.0 -> 101,51
300.0_270.0_270.0 -> 101,52
300.0_270.0_285.0 -> 101,53
300.0_270.0_300.0 -> 101,54
300.0_270.0_315.0 -> 101,55
300.0_270.0_330.0 -> 101,56
300.0_270.0_345.0 -> 101,57
300.0_285.0_0.0 -> 101,58
300.0_285.0_15.0 -> 101,59
300.0_285.0_30.0 -> 101,60
300.0_285.0_45.0 -> 101,61
300.0_285.0_60.0 -> 101,62
300.0_285.0_75.0 -> 101,63
300.0_285.0_90.0 -> 101,64
300.0_285.0_105.0 -> 101,65
300.0_285.0_120.0 -> 101,66
300.0_285.0_135.0 -> 101,67
300.0_285.0_150.0 -> 101,68
300.0_285.0_165.0 -> 101,69
300.0_285.0_180.0 -> 101,70
300.0_285.0_195.0 -> 101,71
300.0_285.0_210.0 -> 101,72
300.0_285.0_225.0 -> 101,73
300.0_285.0_240.0 -> 101,74
300.0_285.0_255.0 -> 101,75
300.0_285.0_270.0 -> 101,76
300.0_285.0_285.0 -> 101,77
300.0_285.0_300.0 -> 101,78
300.0_285.0_315.0 -> 101,79
300.0_285.0_330.0 -> 101,80
300.0_285.0_345.0 -> 101,81
300.0_300.0_0.0 -> 101,82
300.0_300.0_15.0 -> 101,83
300.0_300.0_30.0 -> 101,84
300.0_300.0_45.0 -> 101,85
300.0_300.0_60.0 -> 101,86
300.0_300.0_75.0 -> 101,87
300.0_300.0_90.0 -> 101,88
300.0_300.0_105.0 -> 101,89
300.0_300.0_120.0 -> 101,90
300.0_300.0_135.0 -> 101,91
300.0_300.0_150.0 -> 101,92
300.0_300.0_165.0 -> 101,93
300.0_300.0_180.0 -> 101,94
300.0_300.0_195.0 -> 101,95
300.0_300.0_210.0 -> 101,96
300.0_300.0_225.0 -> 101,97
300.0_300.0_240.0 -> 101,98
300.0_300.0_255.0 -> 101,99
300.0_300.0_270.0 -> 101,100
300.0_300.0_285.0 -> 101,101
300.0_300.0_300.0 -> 101,102
300.0_300.0_315.0 -> 101,103
300.0_300.0_330.0 -> 101,104
300.0_300.0_345.0 -> 101,105
300.0_315.0_0.0 -> 101,106
300.0_315.0_15.0 -> 101,107
300.0_315.0_30.0 -> 101,108
300.0_315.0_45.0 -> 101,109
300.0_315.0_60.0 -> 101,110
300.0_315.0_75.0 -> 101,111
300.0_315.0_90.0 -> 101,112
300.0_315.0_105.0 -> 101,113
300.0_315.0_120.0 -> 101,114
300.0_315.0_135.0 -> 101,115
300.0_315.0_150.0 -> 101,116
300.0_315.0_165.0 -> 101,117
300.0_315.0_180.0 -> 102,0
300.0_315.0_195.0 -> 102,1
300.0_315.0_210.0 -> 102,2
300.0_315.0_225.0 -> 102,3
300.0_315.0_240.0 -> 102,4
300.0_315.0_255.0 -> 102,5
300.0_315.0_270.0 -> 102,6
300.0_315.0_285.0 -> 102,7
300.0_315.0_300.0 -> 102,8
300.0_315.0_315.0 -> 102,9
300.0_315.0_330.0 -> 102,10
300.0_315.0_345.0 -> 102,11
300.0_330.0_0.0 -> 102,12
300.0_330.0_15.0 -> 102,13
300.0_330.0_30.0 -> 102,14
300.0_330.0_45.0 -> 102,15
300.0_330.0_60.0 -> 102,16
300.0_330.0_75.0 -> 102,17
300.0_330.0_90.0 -> 102,18
300.0_330.0_105.0 -> 102,19
300.0_330.0_120.0 -> 102,20
300.0_330.0_135.0 -> 102,21
300.0_330.0_150.0 -> 102,22
300.0_330.0_165.0 -> 102,23
300.0_330.0_180.0 -> 102,24
300.0_330.0_195.0 -> 102,25
300.0_330.0_210.0 -> 102,26
300.0_330.0_225.0 -> 102,27
300.0_330.0_240.0 -> 102,28
300.0_330.0_255.0 -> 102,29
300.0_330.0_270.0 -> 102,30
300.0_330.0_285.0 -> 102,31
300.0_330.0_300.0 -> 102,32
300.0_330.0_315.0 -> 102,33
300.0_330.0_330.0 -> 102,34
300.0_330.0_345.0 -> 102,35
300.0_345.0_0.0 -> 102,36
300.0_345.0_15.0 -> 102,37
300.0_345.0_30.0 -> 102,38
300.0_345.0_45.0 -> 102,39
300.0_345.0_60.0 -> 102,40
300.0_345.0_75.0 -> 102,41
300.0_345.0_90.0 -> 102,42
300.0_345.0_105.0 -> 102,43
300.0_345.0_120.0 -> 102,44
300.0_345.0_135.0 -> 102,45
300.0_345.0_150.0 -> 102,46
300.0_345.0_165.0 -> 102,47
300.0_345.0_180.0 -> 102,48
300.0_345.0_195.0 -> 102,49
300.0_345.0_210.0 -> 102,50
300.0_345.0_225.0 -> 102,51
300.0_345.0_240.0 -> 102,52
300.0_345.0_255.0 -> 102,53
300.0_345.0_270.0 -> 102,54
300.0_345.0_285.0 -> 102,55
300.0_345.0_300.0 -> 102,56
300.0_345.0_315.0 -> 102,57
300.0_345.0_330.0 -> 102,58
300.0_345.0_345.0 -> 102,59
315.0_0.0_0.0 -> 102,60
315.0_0.0_15.0 -> 102,61
315.0_0.0_30.0 -> 102,62
315.0_0.0_45.0 -> 102,63
315.0_0.0_60.0 -> 102,64
315.0_0.0_75.0 -> 102,65
315.0_0.0_90.0 -> 102,66
315.0_0.0_105.0 -> 102,67
315.0_0.0_120.0 -> 102,68
315.0_0.0_135.0 -> 102,69
315.0_0.0_150.0 -> 102,70
315.0_0.0_165.0 -> 102,71
315.0_0.0_180.0 -> 102,72
315.0_0.0_195.0 -> 102,73
315.0_0.0_210.0 -> 102,74
315.0_0.0_225.0 -> 102,75
315.0_0.0_240.0 -> 102,76
315.0_0.0_255.0 -> 102,77
315.0_0.0_270.0 -> 102,78
315.0_0.0_285.0 -> 102,79
315.0_0.0_300.0 -> 102,80
315.0_0.0_315.0 -> 102,81
315.0_0.0_330.0 -> 102,82
315.0_0.0_345.0 -> 102,83
315.0_15.0_0.0 -> 102,84
315.0_15.0_15.0 -> 102,85
315.0_15.0_30.0 -> 102,86
315.0_15.0_45.0 -> 102,87
315.0_15.0_60.0 -> 102,88
315.0_15.0_75.0 -> 102,89
315.0_15.0_90.0 -> 102,90
315.0_15.0_105.0 -> 102,91
315.0_15.0_120.0 -> 102,92
315.0_15.0_135.0 -> 102,93
315.0_15.0_150.0 -> 102,94
315.0_15.0_165.0 -> 102,95
315.0_15.0_180.0 -> 102,96
315.0_15.0_195.0 -> 102,97
315.0_15.0_210.0 -> 102,98
315.0_15.0_225.0 -> 102,99
315.0_15.0_240.0 -> 102,100
315.0_15.0_255.0 -> 102,101
315.0_15.0_270.0 -> 102,102
315.0_15.0_285.0 -> 102,103
315.0_15.0_300.0 -> 102,104
315.0_15.0_315.0 -> 102,105
315.0_15.0_330.0 -> 102,106
315.0_15.0_345.0 -> 102,107
315.0_30.0_0.0 -> 102,108
315.0_30.0_15.0 -> 102,109
315.0_30.0_30.0 -> 102,110
315.0_30.0_45.0 -> 102,111
315.0_30.0_60.0 -> 102,112
315.0_30.0_75.0 -> 102,113
315.0_30.0_90.0 -> 102,114
315.0_30.0_105.0 -> 102,115
315.0_30.0_120.0 -> 102,116
315.0_30.0_135.0 -> 102,117
315.0_30.0_150.0 -> 103,0
315.0_30.0_165.0 -> 103,1
315.0_30.0_180.0 -> 103,2
315.0_30.0_195.0 -> 103,3
315.0_30.0_210.0 -> 103,4
315.0_30.0_225.0 -> 103,5
315.0_30.0_240.0 -> 103,6
315.0_30.0_255.0 -> 103,7
315.0_30.0_270.0 -> 103,8
315.0_30.0_285.0 -> 103,9
315.0_30.0_300.0 -> 103,10
315.0_30.0_315.0 -> 103,11
315.0_30.0_330.0 -> 103,12
315.0_30.0_345.0 -> 103,13
315.0_45.0_0.0 -> 103,14
315.0_45.0_15.0 -> 103,15
315.0_45.0_30.0 -> 103,16
315.0_45.0_45.0 -> 103,17
315.0_45.0_60.0 -> 103,18
315.0_45.0_75.0 -> 103,19
315.0_45.0_90.0 -> 103,20
315.0_45.0_105.0 -> 103,21
315.0_45.0_120.0 -> 103,22
315.0_45.0_135.0 -> 103,23
315.0_45.0_150.0 -> 103,24
315.0_45.0_165.0 -> 103,25
315.0_45.0_180.0 -> 103,26
315.0_45.0_195.0 -> 103,27
315.0_45.0_210.0 -> 103,28
315.0_45.0_225.0 -> 103,29
315.0_45.0_240.0 -> 103,30
315.0_45.0_255.0 -> 103,31
315.0_45.0_270.0 -> 103,32
315.0_45.0_285.0 -> 103,33
315.0_45.0_300.0 -> 103,34
315.0_45.0_315.0 -> 103,35
315.0_45.0_330.0 -> 103,36
315.0_45.0_345.0 -> 103,37
315.0_60.0_0.0 -> 103,38
315.0_60.0_15.0 -> 103,39
315.0_60.0_30.0 -> 103,40
315.0_60.0_45.0 -> 103,41
315.0_60.0_60.0 -> 103,42
315.0_60.0_75.0 -> 103,43
315.0_60.0_90.0 -> 103,44
315.0_60.0_105.0 -> 103,45
315.0_60.0_120.0 -> 103,46
315.0_60.0_135.0 -> 103,47
315.0_60.0_150.0 -> 103,48
315.0_60.0_165.0 -> 103,49
315.0_60.0_180.0 -> 103,50
315.0_60.0_195.0 -> 103,51
315.0_60.0_210.0 -> 103,52
315.0_60.0_225.0 -> 103,53
315.0_60.0_240.0 -> 103,54
315.0_60.0_255.0 -> 103,55
315.0_60.0_270.0 -> 103,56
315.0_60.0_285.0 -> 103,57
315.0_60.0_300.0 -> 103,58
315.0_60.0_315.0 -> 103,59
315.0_60.0_330.0 -> 103,60
315.0_60.0_345.0 -> 103,61
315.0_75.0_0.0 -> 103,62
315.0_75.0_15.0 -> 103,63
315.0_75.0_30.0 -> 103,64
315.0_75.0_45.0 -> 103,65
315.0_75.0_60.0 -> 103,66
315.0_75.0_75.0 -> 103,67
315.0_75.0_90.0 -> 103,68
315.0_75.0_105.0 -> 103,69
315.0_75.0_120.0 -> 103,70
315.0_75.0_135.0 -> 103,71
315.0_75.0_150.0 -> 103,72
315.0_75.0_165.0 -> 103,73
315.0_75.0_180.0 -> 103,74
315.0_75.0_195.0 -> 103,75
315.0_75.0_210.0 -> 103,76
315.0_75.0_225.0 -> 103,77
315.0_75.0_240.0 -> 103,78
315.0_75.0_255.0 -> 103,79
315.0_75.0_270.0 -> 103,80
315.0_75.0_285.0 -> 103,81
315.0_75.0_300.0 -> 103,82
315.0_75.0_315.0 -> 103,83
315.0_75.0_330.0 -> 103,84
315.0_75.0_345.0 -> 103,85
315.0_90.0_0.0 -> 103,86
315.0_90.0_15.0 -> 103,87
315.0_90.0_30.0 -> 103,88
315.0_90.0_45.0 -> 103,89
315.0_90.0_60.0 -> 103,90
315.0_90.0_75.0 -> 103,91
315.0_90.0_90.0 -> 103,92
315.0_90.0_105.0 -> 103,93
315.0_90.0_120.0 -> 103,94
315.0_90.0_135.0 -> 103,95
315.0_90.0_150.0 -> 103,96
315.0_90.0_165.0 -> 103,97
315.0_90.0_180.0 -> 103,98
315.0_90.0_195.0 -> 103,99
315.0_90.0_210.0 -> 103,100
315.0_90.0_225.0 -> 103,101
315.0_90.0_240.0 -> 103,102
315.0_90.0_255.0 -> 103,103
315.0_90.0_270.0 -> 103,104
315.0_90.0_285.0 -> 103,105
315.0_90.0_300.0 -> 103,106
315.0_90.0_315.0 -> 103,107
315.0_90.0_330.0 -> 103,108
315.0_90.0_345.0 -> 103,109
315.0_105.0_0.0 -> 103,110
315.0_105.0_15.0 -> 103,111
315.0_105.0_30.0 -> 103,112
315.0_105.0_45.0 -> 103,113
315.0_105.0_60.0 -> 103,114
315.0_105.0_75.0 -> 103,115
315.0_105.0_90.0 -> 103,116
315.0_105.0_105.0 -> 103,117
315.0_105.0_120.0 -> 104,0
315.0_105.0_135.0 -> 104,1
315.0_105.0_150.0 -> 104,2
315.0_105.0_165.0 -> 104,3
315.0_105.0_180.0 -> 104,4
315.0_105.0_195.0 -> 104,5
315.0_105.0_210.0 -> 104,6
315.0_105.0_225.0 -> 104,7
315.0_105.0_240.0 -> 104,8
315.0_105.0_255.0 -> 104,9
315.0_105.0_270.0 -> 104,10
315.0_105.0_285.0 -> 104,11
315.0_105.0_300.0 -> 104,12
315.0_105.0_315.0 -> 104,13
315.0_105.0_330.0 -> 104,14
315.0_105.0_345.0 -> 104,15
315.0_120.0_0.0 -> 104,16
315.0_120.0_15.0 -> 104,17
315.0_120.0_30.0 -> 104,18
315.0_120.0_45.0 -> 104,19
315.0_120.0_60.0 -> 104,20
315.0_120.0_75.0 -> 104,21
315.0_120.0_90.0 -> 104,22
315.0_120.0_105.0 -> 104,23
315.0_120.0_120.0 -> 104,24
315.0_120.0_135.0 -> 104,25
315.0_120.0_150.0 -> 104,26
315.0_120.0_165.0 -> 104,27
315.0_120.0_180.0 -> 104,28
315.0_120.0_195.0 -> 104,29
315.0_120.0_210.0 -> 104,30
315.0_120.0_225.0 -> 104,31
315.0_120.0_240.0 -> 104,32
315.0_120.0_255.0 -> 104,33
315.0_120.0_270.0 -> 104,34
315.0_120.0_285.0 -> 104,35
315.0_120.0_300.0 -> 104,36
315.0_120.0_315.0 -> 104,37
315.0_120.0_330.0 -> 104,38
315.0_120.0_345.0 -> 104,39
315.0_135.0_0.0 -> 104,40
315.0_135.0_15.0 -> 104,41
315.0_135.0_30.0 -> 104,42
315.0_135.0_45.0 -> 104,43
315.0_135.0_60.0 -> 104,44
315.0_135.0_75.0 -> 104,45
315.0_135.0_90.0 -> 104,46
315.0_135.0_105.0 -> 104,47
315.0_135.0_120.0 -> 104,48
315.0_135.0_135.0 -> 104,49
315.0_135.0_150.0 -> 104,50
315.0_135.0_165.0 -> 104,51
315.0_135.0_180.0 -> 104,52
315.0_135.0_195.0 -> 104,53
315.0_135.0_210.0 -> 104,54
